label,text
2,吃的好了，穿的也好了，心情更好了，哈哈，再接再厉。
0,要支持。
7,不过无论如何你对得起自己的职业，创造过辉煌，足够一生骄傲。
7,novo”的兔兔很多！
7,小吉那个事情啊。。
7,主持人亮相了，大家是不是很熟悉啊？
7,《舌尖上的中国》今晚播出第二集《主食的故事》。
7,越是需要反复论证的公司越不适合长期投资。
7,我想说的是，都等这么多年了，那个人怎么还没有出现，是堵车还是迷路了？！！
7,囧物N诞生了——隆重推出古剑果味优酸乳饮料－菠萝味
7,二、大力开展以环境清理、消杀工作为重点的爱国卫生运动；
0,实在不行的话G7也不错~
7,被主流社会不认可也是必然的。
7,快来
7,跟诸位说，差别很大。
7,警察表示要严肃追究报警人责任。
2,因为蠢人节d蠢人无权5开心...
7,Rock time！
7,唉 粗卡
7,律师建议：狗主人的行为严重侮辱了下跪两小伙的人格，两小伙可通过法律手段来维权。
0,只希望他今后可以遇见一个真心待他的人。
7,忠诚度：谁说他用的产品不好，他就跟谁急；
7,我照了几张照片放这里了。。。
1,一个打火机没多少钱，我诅咒偷我打火机那个人，在家里用我打火机把家里点着，在外面用我打火机把自己干着，你就自焚了。
7,获得更多的硒。
7,【韩庚周边·有奖转发】韩庚2010北京演唱会：庚心/3DVD，演唱会+58分钟超长花絮+《庚心》电影式MV，and演唱会大海报+纪念金属链牌！
7,为什么选择法国学习红酒专业？
1,等人不熄火这习惯特不好，我之前都这么觉得。
7,放弃童年的无忧，成全长大的期望；放弃青春的美丽，换取成熟的智慧；放弃爱情的甜蜜，换取家庭的安稳；放弃掌声的动听，换取心灵的平静。
3,#杨宗纬#《洋葱》听得让人心碎~~ [视频]
7,征途2祝所有的她，三八节快乐！
7,本来已经重了的我又再重几斤……
0,这办法治疗咽炎也可以
2,胡夏微群当前的人数上限是五千哦，这样群里就还有将近三千个空位啦，微博上的虾米们可以赶紧靠拢过来咯！
7,有一哥们到书店买书，问店员是否有《幸福的婚姻生活》这本书，回答说这属于幻想类书籍，在第一排。
7,水洋洋乎知音缈，木萧萧兮悲白发。
7,爱是一种态度，不应该被物质欲望而笼罩，跪着活也应该脸上挂满幸福的笑容，但是作为男人，应该努力奋斗为爱人撑起那属于彼此的一片天空，女人则应该尊重男人那真挚的付出，无论结果怎样，毕竟我们选择了相互作为对方的拐棍守候一生。
7,不求你深深记我一辈子，只求别忘记你的世界我来过。
1,你们也不懂？
3,我不介意迁就你，我可以一直抬头仰望你，只是，你真的，从来都不看我吗。
7,想实现以上愿望 请转发！
7,其实，爱不是寻找一个完美的人。
7,为防意外，警方临时封闭了附近道路，请附近的市民注意绕行避开！
7,真的要好好想想自己想要的是什么了！
7,或许人一生可以爱很多次，然而总有一个人可以让我们笑得最灿烂，哭得最透彻，想得最深切
7,有次喂东西它不吃，眼睛一直望着旁边的灌木树丛，过了很久，树丛里终于钻出一只虎纹小猫，把食物傲娇地全吃掉了。
7,回复@little-bella:您一直在路上。。。
7,他好像是北京人，去香港打球了。@豆豆儿罐子
7,今天济州联队-天津泰达、杭州绿城-名古屋鲸八的精彩回放，尽在网络体育台
7,懂她逞强里的柔弱，给她精神上的支撑；
2,看每一次感受都不同、收获也不同…
0,07号拍官图的时候，妹子都都在嚎叫太可爱了太可爱了，快来看看有什么吧~[笑眯眯]
7,//@thierrygk 在包干区扫地 还是阿黄人工演绎的 唱了两句还鲜格格问我听过伐 鄙人当时表示没听过 感到很羞耻
7,著名女作家冰心和丈夫吴文藻在京纪念碑被人用红漆涂上八个大字“教子无方枉为人表”！
7,今天报告我对比了钱所在的寨桥村和费孝通先生《江村经济》中的开弦弓村。
1,记者也就这个利用价值了。
0,突然发现刘心的歌名都好牛逼啊～
7,昨天一位出租车司机对我说，为啥要建高铁修高速，那么多人总得有事干啊！
7,消息称银监会终结信托“刚性兑付”，银监会现在的监管思路有很大进步。
7,自助早餐[刀叉][刀叉][刀叉][刀叉]选来选去还是只选了这两样[米饭][米饭][米饭][咖啡][咖啡][咖啡]我在这里: #苏州市-沧浪区#
1,我连你是哪个都不知道，还要事后问是谁，真无聊，作为一个男的，你已经失格了……
7,幽默且深刻。
7,回复@杨子:是的啊。
5,这人闯红灯开的飞快，竟然单手骑摩托接电话。
7,是释压、是放纵、是真性情、是求自由。。
7,3、四大白：地上雪，房上霜，姑娘脸蛋，白菜帮。
7,做的时候都味道刺激味蕾的气味真扑鼻。。。
7,小时工好几天没来了，大家再也不抱怨她做的不干净了，而是盼着她快来，搞笑的是，所有人都再问：是房东拖欠人家工资吗。。。
7,回复@TVS刘承: 这位张教授的意思是自己也被培养成说假话咯，那他的这段话是真是假呢？
7,我刚刚在#音悦Tai#发表了一篇文章《Diamond Jubilee饭拍排练照一张》
0,他还能没事给你们逗逗乐子。
7,〖宽带连接错误的处理办法〗非常实用，691、623、678、645、720、721、718、734、769、619、676、815。。
7,#用心做产品 乐Phone拼到底# 乐PhoneP700赠机活动开始啦！！
7,默然，相爱。
7,本周日16:58 旅游卫视 跟随@姜晖
0,威武！
5,不知道那些日本人为什么那么喜欢出差。
7,//@彭兰: 转发微博
7,[汗] 要在微博解决都算犀利咯！
2,哈哈，好兆头呀！
1,怎么那么长！！！！！
7,@阿短木有钱
7,今天听到地铁两人对话：“真巧啊！
1,外星生物侵入地球，短短几天就从单细胞生物进化成了恐龙、猿人等等强大物种。
7,我去不了上海。。。
0,谢谢晋a2f430的车主，在我过马路的时候没按喇叭催我，给我让路！
7,高收入群体收入被低估了吧：前年，我曾经写了《居民可支配收入被低估及对消费模式的影响》，认为统计局抽样调查数据低估了可支配居民收入，我的依据是从长期看：收入=支出（广义的，包括消费支出、储蓄和投资支出），并对06-08三年做了汇总，发现连续三年支出均超官方公布的收入，08年被低估4.7万亿。
1,敢情是垃圾制造量排第一呀。
7,我觉得像小少年这种韩流star才知道中国妹子们钱包的实力...
7,直到现在，我终于可以开始全新的梦想，向着钻石白金级的未来前进。
7,3.煮至豆皮开裂未完全开花时加入红糖煮至糖完全溶化
0,尽管他离开了Houston Rockets，尽管他很难再让God哭泣，他曾经带给我们希望与乐趣，10万粉然，小case!
7,"在海的博大与包容里,我享受着一直渴望平和与安宁."
1,意思就是中国你没钱很大程度上要怪你投错了胎。
7,NATE暴强回复：真的不是f(x)的Victoria吗？
3,血淋淋的四道红印子看着心疼啊[揉]不会是自己撕衣服时候自己抓开的吧。。。。。
0,但是你的名字我不记得了就不@ 你了- -每天换名字干什么啦真讨厌！
7,虾：大红之日，便是大悲之时。
7,原因是含酒精，要我出生身份证明...
0,健健康康的~开开心心的才最实诚呗~
7,#达人生日祝福#猫阿姨！
7,果然，好吧，有折扣咩？
2,@serrena吴MS 儿童节快乐[花心][花心][花心][花心][花心][干杯][干杯][太阳][太阳][咖啡][咖啡][蛋糕][蛋糕]
7,《功夫熊猫2》+《盖世五侠》食完！
2,感觉我在未来的日子会很省事，[偷笑]
2,知心，永远的温暖
7,可私信。
7,建立战略合作伙伴关系后，双方将联手在华生产和分销萨博品牌汽车，华泰汽车将入股萨博汽车母公司荷兰世爵汽车公司。
7,洋帅在中国的命运如何？
4,跟你们臭男人说：现在男女都赚钱，家务不再是女人的事，需要双方平摊着做。
7,下周经济数据将密集发布 6月CPI增速或至3%以下；
7,今天最后一场＜虫虫国来了浦蒲密＞，票卖得一张不剩，有的孩子已经看过两三次了，说还要看，期待下一轮吧。
2,不对不对，是，元旦快乐！[太开心]
1,总是不能做自己喜欢的事、不能过自己想要的生活、也无法拥有想要的爱情…
0,恣意七载青春，感谢有你相伴
5,今晚另一台电脑上不了Q！
4,行了，我保持缄默！
7,大概还是这样的照片比较吸引粉丝吧…
7,（hwangbin）
0,足球，总是那么让人期待...........
7,被打了个鼻青脸肿，微电子所3个科学家也受伤。
7,妈妈还没说完，儿子就怪叫着逃跑了！
7,缺7，个性多变，晚年福运临。
7,所以这行最讲天命。
7,图为当地居民给饥饿的白熊妈妈提供炼乳，可爱的白熊宝宝忍不住抱住了这位叔叔。
0,中国大撤离绝对值得肯定的壮举，不管政府的初衷是什么。
1,明天帮他刷了以后再也不刷了，手指头都按痛了。
7,//@黄斤欠情绪狠down:真的嘛～哎呀呀、老羞涩了。[害羞]
7,如果你所坚持的事情并不是你自己一个人在坚持；
7,Step２：双手向上伸直。
0,李晟敏呐，你知道我们在就好，有人TM的贝戈戈我也管不着，就这样吧。[gif]
7,一位改革开放后弄潮民营科技的创业者刚才打电话跟我聊天，老人家说，小周，你太嫩，不知道有多少黑幕，我看得太多了。
6,看不懂就丢人了，我好紧张啊，大家帮帮我好吗？
5,"在中国,医药厂家的利润率与辉瑞相当!"
3,心情突然低落...
7,您关心其中什么问题，您在户籍改革中最盼望什么，您有什么好的意见建议，请留言。
7,这年头，什么东西都要靠抢的才带劲…
7,幸福不是你开多豪华的车，而是你开着车平安到家。
7,6月2日在上海新天地南里1F盛大开幕，本次SLY携手@卡娜 评论转发并@ 五位好友，即有机会拥有SLY时尚单品，并有更多精彩活动赶快关注参与吧
7,不只是好听……
7,好像混入了什么奇怪的东西…
7,【可怜的作业本】昨日上午，四川宜宾市一中，漫天废旧试卷和书页从天洒下，不少学生一边抛纸屑一边吼叫，“再见了！
4,//@美胖猪: 写文章的心情也没有了！[怒]
7,【投票：选云智能网络创新应用，赢思科限量五彩云优盘】后PC时代已经来临，云智能网络正改变你的工作和生活，选出你最感兴趣的云应用。
7,有一个姑娘，他爸他妈养了她二十多年，她没吃你家一口饭，没喝你家一口水，就因为她爱你，就得离开父母，把你爸妈当亲爸亲妈，把你兄弟姐妹当亲兄弟姐妹，照顾你大半辈子，从一个如花似玉的姑娘变成一个只知油盐酱醋的妇人，十月怀胎生下的孩子还得跟你姓，如果你还负她，你TMD就该下地狱！
3,看来再舍不得都要开始收拾行李打包会华农了……
7,次回合不但需要更强悍的防守还需点运气.
7,本秘籍已测试过10对男女，结果10个中有9人听到这话后从熟睡之中惊跳起来。[偷笑]本微博教你如何忽悠，看谁不爽就忽悠他，推荐关注@教你如何忽悠好友 ！！
7,是。
7,他在对Goal.com的声明中表示穆里尼奥希望小烟枪能够帮助球队赢得欧冠。
7,该片是彭氏兄弟继電影《C+侦探》后，再次联手打造的推理、悬疑力作
7,前天大概在校门口拿校卡刷的时候掉了一百、昨天大概在的士上拿钱时候又掉了一百。
7,也许，人民网深水区不耐烦保留咱的文字了。
7,我们寝室每天都在为吃饭发愁[偷笑][偷笑][偷笑][偷笑]@碎欣欣 @付楚尧 @璠Y挥霍青春
7,看不下去了。
7,[照相机]
3,我愿意一直一直走下去。
7,早，疫苗副作用，低烧。
7,8、外貌匹配。
1,素质！
3,[泪] [泪] [泪]
7,"""Ipad2在招手！"
7,中国的现代化之路从学习日本开始。
0,昨夜看的赤焰战场煞是不错，值得推荐，故事的情节老套，胜在摄影剪辑配乐构成的暴力美学以及老戏骨们演绎出来英雄迟暮的黑色幽默哀怨与无奈。
7,7如果想走访历史就去西安 ；
3,20110114 一大早看到这个，我哭…
7,期末考试，语音老师却给了我59分，全班倒数第二。
7,@欧诗漫OSM
7,that 's cool skeleton aaaaaaa xoxo！！！！
7,＂＂你看，这才是真正的得了妄想症的更年期女人，脑子都坏掉了！＂
2,呵呵，公司走廊太拥挤了，我们公司的同事们都快下不了电梯啦！
1,连续接了6个电话让去宁波各大超市抢盐，无语，曾经非典的时候大蒜米醋成10000%的价格增长，没过一月也就平息了，我不得不说媒体的宣传力度，但请理智面对切莫跟风[呵呵]如果连农民伯伯都吃不上盐了国家领导也可以易人了[怒]
0,我要减肥 更要一个好的身体！！！
7,昨天和一男同学聊最近小三猖獗。
7,当然，惯例和传统有时候也是人为设定的枷锁。
7,当时还自嘲如天桥下的流浪人士一般。
2,老娘宣布，老道让葵酱喊我回家吃饭！
7,可看图片貌似没有紫云山的刺激。
7,现初步查明，韩某利用工作之便趁幼儿园午休之间先后对五名幼女实施了侵害。
1,十分可笑的是，医学院，尤其是中医学院的，只会教学，不会看病的比比皆是。
7,现在的社会可以说有过之而无不及。
7,之后把这只蜘蛛又抓了回来，然后把蜘蛛的脚全部割掉，再冲蜘蛛大吼了一声，蜘蛛果然不动了！
3,两只脚都跑不赢，一只脚咋整？「跳」
7,这就是海南失传已久的武林绝学【脚掌刹车】（请用海南话念），这下你知道为什么海南人光脚打篮球跑步都这么厉害了吧。
7,9、特别敏感，脆弱；
7,不一定吧，你怎么知道日本人没有哭没有闹，你就在现场看到了吗？
3,心情无比的失落，想找很久没联系的朋友谈心，我说XXXXXXX，她说我知道，我说XXXXXXXXX，她说我知道，我说XXXXXXXXXXXXXX，她说我知道啊。
2,中秋大餐，[礼花][礼花][烟火][烟花]辣，辣，辣~~~
3,为毛都过一年了我还是这么不争气………………
3,我的心被触碰了一下，忽然很伤感......
7,东风风神—NBA 大蓬车今天开进泉州。
7,截至3月1日1时，增援的森警部队均到位，整装待发。
7,9月20日，笔者在江西省遂川县禾源镇谷团村采访，在一农户家门口发现一条三只脚的小狗。
7,奇怪噢…
7,难道命运是在用这种方式告诉我，不要停止不要安逸不要依赖，继续走。
7,你们Y挣得钱，升了官，就躲我远点。
7,时间是链子，清廉是珠子，用链子串上珠子，挂在胸前就可以开心一辈子；幸福是石子，腐败是沙子，用筛子筛掉沙子，留下石子就能走运一辈子。
0,胖的如此好看好看，胖的如此性感感。
7,天舜帝南巡时也曾在丹霞山登山奏韶乐。
7,民警找到香水，一看说明：改善睡眠专用[崩溃]#清洲提醒#劣质、非汽车专用的香水容易使人犯困，请注意辨别，以免影响行车安全。
7,唉，现在的人好有钱啊，在米粉店，听到一个卖保健品（安利同类）的说他年薪30万，不满足，有同事一个月就赚10几万；然后又听到房产中介做一单提成10-35%不等，刚有个同事经手1400万的豪宅买卖，提成了8万。
0,&amp;amp;lt;青春期撞上更年期&amp;amp;gt;、是我用少得可怜的高中寒假时间看完的、这部剧真的很赞！
7,奥康国际开盘23元，跌9.8%；今天三新股仅龙泉股份未破发，还就只涨了一元。
7,一辈子的好姐妹。
1,还有是供给啊不是供给啊！！！
7,红枣绿豆，甜栗香瓜。
7,还是那句话不喜欢的可以不关注…
3,来到了灰色的城市里，没有月亮和星星，心情也是灰色的。
5,最近在看柯云路写的《人类神秘现象破译》感觉有点神，不过也觉得大部分说的有道理，虽然很多现象科学目前无法解释，但并不代表这些现象就不存在，这些就是迷信，一直对神秘的东西抱有强烈的好奇心~~
7,"你一定有过这种感觉,当你渴望找个人谈一谈的时候,你们却没有谈什么."
7,刚才去幼儿园接孩子，听见一小萝莉在教我女儿唱梁静茹的那首《宁夏》，歌词是：宁静的夏天，一个人在吃大便，手指头滴一点，吃一口说好甜……
1,怎么来得及！
7,1960年划入黄浦区。
1,不让他们知道微博多强大我都不是他亲爹！
7,尤其是７分０５秒亮爆了！！
0,英俊！
7,吃货·······
7,曾经有位攻说过，她将把改编雷歌改编到韩小毛唱为止，或者改编到被老曹揍为止。。。。
1,这种骨子里的自私，才是我们真正应该反思的~~
0,临睡前放一张个人非常喜欢的，也经常在MV里用到的。
7,我们现在以不低于140码的速度往北京赶，争取以最快速度赶到北京八一儿童医院。
7,在某些人眼中，他们是一群地位卑微的人，但他们所从事的工作是重要而不可或缺的。
3,心疼之余觉得自己特别不称职。。。[泪]
7,2、下巴较短及有双下巴。
7,虽然我知道每天喝啤酒对身体有好处，但对于我这个不会喝酒的人来说，喝完一听我很快就会犯困的，这难道就是你要的效果？
7,助人为善良之本 忠勇为爱国之本；
7,看来我拖后腿了，得到地铁上去摸个屁股什么的~~[思考]
7,就业严峻，看学生毕业多少失业？
7,估计是很薄一层。
7,这是马明的客串照，所以miss koo和马明的客串一起了吗？？
7,批八字前，需先辨其形、听其音、观其貌，八字五行强弱自知。
7,你们从心理学的角度回答我，同学回答：因为市场有需求多人做。
7,是一个迷，留意8月份《DIVA华丽之后》有答案！
7,那鳄鱼是不是假的~~
7,你说，或者不说，魅力就在那里，不增不减；
7,我也很累。
7,今天是国际消费者权益日，很多行业很多人都惧怕这一天，因为所处行业黑暗，所做的事情不能见光。
3,哭死哭死，花了100刀大洋申冤，等吧[怒]
7,13.诚实。
7,儿子不及父亲，日寇一来撒腿就跑，东北三省瞬间沦丧
7,他们都是专业的演员，无论和谁一起演，也都有他们招牌的水准。
7,他的祖父是广东移民。
0,有时候囧囧有神，也能够化解尴尬呢，支持中华牙膏 @flxing
0,得瑟的谢娜的朋友都是我介绍的[挖鼻屎]哎呀，真是看的我啊，原先回答采访愣头愣脑的愣小伙儿啊，现在越来越帅的帅小伙儿啊，张先生各种有！
7,回忆就是这样在模糊与清楚中摇曳摆动，仿佛已经忘记的过往，只要一点线索就能够马上清晰起来，哪怕是一块儿小小的橡皮、一张泛黄的照片。
7,最后一个复兴党政权了
0,每天在NOVO门口看见潮人纷纷提着大包小包的，我都快疯啦，我也潮潮潮潮潮潮潮。。。。。[兔子] 。
7,gmail帮助我把所有的邮件放到云端，picasal帮我把照片备份到云端，youtube把视频备份到云端。
0,虽然贵了好多，不过封面上没有那些奇怪的翻译实在太美好了！
7,9、准时；
2,完工了有木有！！！！！
0,小Q~~~~~来，吻一个！！！
1,我们的民族被学识不足的人危害甚大。
7,到京东办公楼，发现很多花篮。
7,#魏晨爱有你才完整#
7,盯着手机凝视了3秒，我做了一个非常重大而艰难的决定，不带他去学校了。。。
7,死因不详…
7,一时的输赢并不重要，重要的是我们在重重的博弈中，不要迷失自己。
0,无鬓角照出彩，头发短少照和谐，肌理肤质气色神态姿势健康明媚含蓄美妙，五官脸型手姿势，个人特征明显，服饰道具之形状色彩，眼神表情姿势之耐人寻味，腰间之风景和心形气球，情人节暗示含蓄，人有惊有艳，余味无穷，到目前为止最另俺欣赏的一张。
7,110308KTR：艺声DJ说了在家乡天安的家和学校生活挺艰苦的，然后初来到首尔首尔的时候又没什么朋友，那时觉得真要握紧拳头地努力生活才行。
0,一首mylogo，一首心疼笔记本，，现场的妞表示，无比幸福，幸福死了，那么帅，那么近的距离…
7,所有的文化反思，都是强盗过后安弓箭；所有的坐而论道的鬼话，也只有鬼才相信。
7,邂逅一80年代校友，现是投资银行家。
5,下午同学说去东门~刚出地铁门，我以为自己下错站了！
7,现在，我依然用这样的方法，拼一天再拼一天。
7,要会两件事：学会挣钱，学会休息。
7,＂所以还必须有爱。
4,是不是个个都他妈可以去强行拦截了？！
7,[g吹发]@高思坤 @此用户已存在2011 @周踌琢 @sikwan的空间 @斎抧
7,//@任志强:把在家天天应干的事搬到午台上，只证明该干的时候没干。
7,病家不得不付50至2百不等的费用才能得到一个挂号。
2,是的…哈哈…
1,天翼网速越来越不给力了，在线看电影断断续续。
7,【中国女排已小组出线】伦敦奥运会女排小组赛最后一轮正在进行中，B组的中国迎战韩国。
7,所谓外遇，就是潜出围城，跃入陷阱；
7,这店名有点雷啊 据说王府井？
2,爱你们，永远[飞吻][飞吻][飞吻]
7,经导游一说，桂林房价居然上万，临近湖泊河流的更贵。
7,李荣融回应世行报告：绝非国进民退 不怕辩论
7,《创作集-音乐旅行者》，任贤齐的碟。
0,6月30日 24:00:好活动呀，给力的商家，必须支持，希望以后多多办活动跟我们互动哈@段语蕊
3,而路人围抢的不是那些水果，而是中华的良心。
2,我恨自己·晚上回来买了个帽子 很带劲 哈哈· 真不错!
3,听~挂科的声音~~~叹息着宿友被伤了心，却还不复习~~一定不是我，至少我很蛋定~可是泪水，就连泪水也都不相信~~~听~挂科的声音~~~这资料未免也太全面，悲泣到天明~划重点给我，就当最后怜悯~说你在出试题的时候，是怎样的心理~！
7,1到2人的居室，套内面积为14平米；2到3人的居室为22平米；3到4人的居室为31平米；4到5人的居室为38平米。
7,技术不是问题。
7,我们也不要鼓励农村娃上大学，上大学要很大费用，一家有一个大学生就返贫了，读了大学，回不到家乡，找不着工作，就是个悲剧。
7,市委书记杨根生，市委常委、统战部长林素钦，市委常委、组织部长林承通，市人大常委会副主任陈国林到会出席。
0,《证据》也后终于要送审了，期待的人们，为之祈祷顺利通过吧！
7,#新娱乐情人节特辑#你是80后创意潮人？
7,中医纪元: 董医生的道理是对的，但是这样的讲法，不容易被中医外行接受。
0,"狮口大开:-)旁边那台蓝色的是307CC,这个蓝也蛮好看的@小肥要做90前"
1,做地铁的消停会吧都好么行么！
7,世界上最美的10件事：1.初吻；2.看日出；3.与很在乎的那个人牵手；4.躺在床上听屋外的雨声；5.每次看到那个人心里七上八下的感觉；6.深夜不眠与室友聊天；7.一个信任的眼神；8.睡觉的时候，太阳照在身上；9.一觉醒来发现还可以睡上几小时；10.冬天里暖和的被窝。
1,一转眼就把刚才要做的事情忘记，我到底干嘛了啊？？？？
7,止痒，最终极的办法，永远是让自己感受到疼。
1,如果乔布斯出生在中国……
7,不是一个好现象，历经大灾难人类的本能反应就是哭，闹，咆哮，伤心，愤怒。。
7,今天才知道有六千四百二十六万四千四百一十八人次在互联网上收看了《铁梨花》！
7,显然比我有耐心多了。。。
1,首轮段林希和刘忻唱的很弱，没摇滚的感觉；苏妙玲有气无力，声音慵懒完全不适合摇滚；洪辰唱的改编曲的爱情三十六计有令人惊喜的对这首歌的突破；杨洋对我来说，最令我喜欢的地方就是可以柔和有力量的声音，对评委无语。
2,有水啦!
7,红十字及有关部门今天发力了！
1,发的餐补也好＂可爱＂[眼泪]
7,@李开复
3,让我们一起为他们祈福，盼望他们早日获救！[蜡烛] [蜡烛] [蜡烛]
7,这个夏天没有机会吃到的樱桃，今天全补回来了。
7,【游戏制造商被迫上调林书豪能力】在NBA官方指定的某款动作游戏中，@JeremyLin林书豪 被开始设定为能力只有56的替补队员水平。
7,什么时候交卷？
7,帮助宝宝增强抵抗力才是王道啊@古月哥欠
7,四季豆 几根
7,我怕她打不着！】
0,王子和灰姑娘的...
7,依旧险恶，中超四队能有两支小组出线就算胜利。
7,所以，拉德，请你不要难过。
7,「转」 ?@瞬间戳中笑点
7,她是新中国依靠自己的力量筹建的第一座大型自然科学类博物馆。
7,我必须要说.
7,母亲节的怀念。
7,好了，今天的节目就是这样，微博直播结束，欢迎大家拨打62177171，回答屏幕上的问题，赢取复旦大学附属肿瘤医院邵志敏教授的专家门诊预约券还有114名医导航健康会员卡。
7,不刻意，不虚伪，没有万卷诗书的熏陶，我们有的是简单岁月的朴素；
1,你分析的钱案中所有的证据问题，有良知有思考能力的学生还是把你罗列的证据当做一个臭屁。
7,//@寂静欢喜Sherlocked: 有台灯，暖手宝，两个手机，两个充电器，一本作业[嘻嘻]
5,"我记得昨夜睡得迷迷糊糊,好像听到楼下""砰""地响了一声,万没想到是自家窗户掉了#望京网#"
0,jessture 第一本写真预览图 哎哟 真素 还有写真封面如此销魂的 豹纹封底啊
2,第一次画画，《大象妈妈和小象宝宝一起玩耍》，颜色自己搭配的不错，涂的有些马虎，不过，老师说妍妍很大方，呵呵，这个评价我喜欢!
7,治疗痤疮小方：①洗脸时用毛巾轻擦皮肤，不用手挤；
7,知足是一种内心的平衡，也是一种大度与淡然，能远离无谓纷争，身心自然褔乐康宁。
0,"哥,真的很值得我们爱...."
7,是呀，纵观中国人口结构，三年自然灾害出生的人数为何是最多的
4,这尼玛的杜蕾斯箱子感情是不要钱吧！！！
